,path,emotion
820,data/training\Actor_01\01_02_01_02_kids-talking_neutral.wav,neutral
821,data/training\Actor_01\03-02-01-01-01-01-01_neutral.wav,neutral
822,data/training\Actor_01\03-02-01-01-01-02-01_neutral.wav,neutral
823,data/training\Actor_01\03-02-01-01-02-01-01_neutral.wav,neutral
824,data/training\Actor_01\03-02-01-01-02-02-01_neutral.wav,neutral
825,data/training\Actor_02\02_01_01_01_dogs-sitting_neutral.wav,neutral
826,data/training\Actor_02\02_01_01_01_kids-talking_neutral.wav,neutral
827,data/training\Actor_02\02_01_01_02_dogs-sitting_neutral.wav,neutral
828,data/training\Actor_02\02_01_01_02_kids-talking_neutral.wav,neutral
829,data/training\Actor_02\02_02_01_01_dogs-sitting_neutral.wav,neutral
830,data/training\Actor_02\02_02_01_01_kids-talking_neutral.wav,neutral
831,data/training\Actor_02\02_02_01_02_dogs-sitting_neutral.wav,neutral
832,data/training\Actor_02\02_02_01_02_kids-talking_neutral.wav,neutral
833,data/training\Actor_02\03-02-01-01-01-01-02_neutral.wav,neutral
834,data/training\Actor_02\03-02-01-01-01-02-02_neutral.wav,neutral
835,data/training\Actor_02\03-02-01-01-02-01-02_neutral.wav,neutral
836,data/training\Actor_02\03-02-01-01-02-02-02_neutral.wav,neutral
837,data/training\Actor_03\03-02-01-01-01-01-03_neutral.wav,neutral
838,data/training\Actor_03\03-02-01-01-01-02-03_neutral.wav,neutral
839,data/training\Actor_03\03-02-01-01-02-01-03_neutral.wav,neutral
840,data/training\Actor_03\03-02-01-01-02-02-03_neutral.wav,neutral
841,data/training\Actor_03\03_01_01_01_dogs-sitting_neutral.wav,neutral
842,data/training\Actor_03\03_01_01_01_kids-talking_neutral.wav,neutral
843,data/training\Actor_03\03_01_01_02_dogs-sitting_neutral.wav,neutral
844,data/training\Actor_03\03_01_01_02_kids-talking_neutral.wav,neutral
845,data/training\Actor_03\03_02_01_01_dogs-sitting_neutral.wav,neutral
846,data/training\Actor_03\03_02_01_01_kids-talking_neutral.wav,neutral
847,data/training\Actor_03\03_02_01_02_dogs-sitting_neutral.wav,neutral
848,data/training\Actor_03\03_02_01_02_kids-talking_neutral.wav,neutral
849,data/training\Actor_04\03-02-01-01-01-01-04_neutral.wav,neutral
850,data/training\Actor_04\03-02-01-01-01-02-04_neutral.wav,neutral
851,data/training\Actor_04\03-02-01-01-02-01-04_neutral.wav,neutral
852,data/training\Actor_04\03-02-01-01-02-02-04_neutral.wav,neutral
853,data/training\Actor_04\04_01_01_01_dogs-sitting_neutral.wav,neutral
854,data/training\Actor_04\04_01_01_01_kids-talking_neutral.wav,neutral
855,data/training\Actor_04\04_01_01_02_dogs-sitting_neutral.wav,neutral
856,data/training\Actor_04\04_01_01_02_kids-talking_neutral.wav,neutral
857,data/training\Actor_04\04_02_01_01_dogs-sitting_neutral.wav,neutral
858,data/training\Actor_04\04_02_01_01_kids-talking_neutral.wav,neutral
859,data/training\Actor_04\04_02_01_02_dogs-sitting_neutral.wav,neutral
860,data/training\Actor_04\04_02_01_02_kids-talking_neutral.wav,neutral
861,data/training\Actor_05\03-02-01-01-01-01-05_neutral.wav,neutral
862,data/training\Actor_05\03-02-01-01-01-02-05_neutral.wav,neutral
863,data/training\Actor_05\03-02-01-01-02-01-05_neutral.wav,neutral
864,data/training\Actor_05\03-02-01-01-02-02-05_neutral.wav,neutral
865,data/training\Actor_05\05_01_01_01_dogs-sitting_neutral.wav,neutral
866,data/training\Actor_05\05_01_01_01_kids-talking_neutral.wav,neutral
867,data/training\Actor_05\05_01_01_02_dogs-sitting_neutral.wav,neutral
868,data/training\Actor_05\05_01_01_02_kids-talking_neutral.wav,neutral
869,data/training\Actor_05\05_02_01_01_dogs-sitting_neutral.wav,neutral
870,data/training\Actor_05\05_02_01_01_kids-talking_neutral.wav,neutral
871,data/training\Actor_05\05_02_01_02_dogs-sitting_neutral.wav,neutral
872,data/training\Actor_05\05_02_01_02_kids-talking_neutral.wav,neutral
873,data/training\Actor_06\03-02-01-01-01-01-06_neutral.wav,neutral
874,data/training\Actor_06\03-02-01-01-01-02-06_neutral.wav,neutral
875,data/training\Actor_06\03-02-01-01-02-01-06_neutral.wav,neutral
876,data/training\Actor_06\03-02-01-01-02-02-06_neutral.wav,neutral
877,data/training\Actor_06\06_01_01_01_dogs-sitting_neutral.wav,neutral
878,data/training\Actor_06\06_01_01_01_kids-talking_neutral.wav,neutral
879,data/training\Actor_06\06_01_01_02_dogs-sitting_neutral.wav,neutral
880,data/training\Actor_06\06_01_01_02_kids-talking_neutral.wav,neutral
881,data/training\Actor_06\06_02_01_01_dogs-sitting_neutral.wav,neutral
882,data/training\Actor_06\06_02_01_01_kids-talking_neutral.wav,neutral
883,data/training\Actor_06\06_02_01_02_dogs-sitting_neutral.wav,neutral
884,data/training\Actor_06\06_02_01_02_kids-talking_neutral.wav,neutral
885,data/training\Actor_07\07_01_01_01_dogs-sitting_neutral.wav,neutral
886,data/training\Actor_07\07_01_01_01_kids-talking_neutral.wav,neutral
887,data/training\Actor_07\07_01_01_02_dogs-sitting_neutral.wav,neutral
888,data/training\Actor_07\07_01_01_02_kids-talking_neutral.wav,neutral
889,data/training\Actor_07\07_02_01_01_dogs-sitting_neutral.wav,neutral
890,data/training\Actor_07\07_02_01_01_kids-talking_neutral.wav,neutral
891,data/training\Actor_07\07_02_01_02_dogs-sitting_neutral.wav,neutral
892,data/training\Actor_07\07_02_01_02_kids-talking_neutral.wav,neutral
893,data/training\Actor_08\08_01_01_01_dogs-sitting_neutral.wav,neutral
894,data/training\Actor_08\08_01_01_01_kids-talking_neutral.wav,neutral
895,data/training\Actor_08\08_01_01_02_dogs-sitting_neutral.wav,neutral
896,data/training\Actor_08\08_01_01_02_kids-talking_neutral.wav,neutral
897,data/training\Actor_08\08_02_01_01_dogs-sitting_neutral.wav,neutral
898,data/training\Actor_08\08_02_01_01_kids-talking_neutral.wav,neutral
899,data/training\Actor_08\08_02_01_02_dogs-sitting_neutral.wav,neutral
900,data/training\Actor_08\08_02_01_02_kids-talking_neutral.wav,neutral
901,data/training\Actor_09\09_01_01_01_dogs-sitting_neutral.wav,neutral
902,data/training\Actor_09\09_01_01_01_kids-talking_neutral.wav,neutral
903,data/training\Actor_09\09_01_01_02_dogs-sitting_neutral.wav,neutral
904,data/training\Actor_09\09_01_01_02_kids-talking_neutral.wav,neutral
905,data/training\Actor_09\09_02_01_01_dogs-sitting_neutral.wav,neutral
906,data/training\Actor_09\09_02_01_01_kids-talking_neutral.wav,neutral
907,data/training\Actor_09\09_02_01_02_dogs-sitting_neutral.wav,neutral
908,data/training\Actor_09\09_02_01_02_kids-talking_neutral.wav,neutral
909,data/training\Actor_10\10_01_01_01_dogs-sitting_neutral.wav,neutral
910,data/training\Actor_10\10_01_01_01_kids-talking_neutral.wav,neutral
911,data/training\Actor_10\10_01_01_02_dogs-sitting_neutral.wav,neutral
912,data/training\Actor_10\10_01_01_02_kids-talking_neutral.wav,neutral
913,data/training\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,neutral
914,data/training\Actor_10\10_02_01_01_kids-talking_neutral.wav,neutral
915,data/training\Actor_10\10_02_01_02_dogs-sitting_neutral.wav,neutral
916,data/training\Actor_10\10_02_01_02_kids-talking_neutral.wav,neutral
917,data/training\Actor_11\03-02-01-01-01-01-11_neutral.wav,neutral
918,data/training\Actor_11\03-02-01-01-01-02-11_neutral.wav,neutral
919,data/training\Actor_11\03-02-01-01-02-01-11_neutral.wav,neutral
920,data/training\Actor_11\03-02-01-01-02-02-11_neutral.wav,neutral
921,data/training\Actor_11\11_01_01_01_dogs-sitting_neutral.wav,neutral
922,data/training\Actor_11\11_01_01_01_kids-talking_neutral.wav,neutral
923,data/training\Actor_11\11_01_01_02_dogs-sitting_neutral.wav,neutral
924,data/training\Actor_11\11_01_01_02_kids-talking_neutral.wav,neutral
925,data/training\Actor_11\11_02_01_01_dogs-sitting_neutral.wav,neutral
926,data/training\Actor_11\11_02_01_01_kids-talking_neutral.wav,neutral
927,data/training\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,neutral
928,data/training\Actor_11\11_02_01_02_kids-talking_neutral.wav,neutral
929,data/training\Actor_12\03-02-01-01-01-01-12_neutral.wav,neutral
930,data/training\Actor_12\03-02-01-01-01-02-12_neutral.wav,neutral
931,data/training\Actor_12\03-02-01-01-02-01-12_neutral.wav,neutral
932,data/training\Actor_12\03-02-01-01-02-02-12_neutral.wav,neutral
933,data/training\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,neutral
934,data/training\Actor_12\12_01_01_01_kids-talking_neutral.wav,neutral
935,data/training\Actor_12\12_01_01_02_dogs-sitting_neutral.wav,neutral
936,data/training\Actor_12\12_01_01_02_kids-talking_neutral.wav,neutral
937,data/training\Actor_12\12_02_01_01_dogs-sitting_neutral.wav,neutral
938,data/training\Actor_12\12_02_01_01_kids-talking_neutral.wav,neutral
939,data/training\Actor_12\12_02_01_02_dogs-sitting_neutral.wav,neutral
940,data/training\Actor_12\12_02_01_02_kids-talking_neutral.wav,neutral
941,data/training\Actor_13\03-02-01-01-01-01-13_neutral.wav,neutral
942,data/training\Actor_13\03-02-01-01-01-02-13_neutral.wav,neutral
943,data/training\Actor_13\03-02-01-01-02-01-13_neutral.wav,neutral
944,data/training\Actor_13\03-02-01-01-02-02-13_neutral.wav,neutral
945,data/training\Actor_13\13_01_01_01_dogs-sitting_neutral.wav,neutral
946,data/training\Actor_13\13_01_01_01_kids-talking_neutral.wav,neutral
947,data/training\Actor_13\13_01_01_02_dogs-sitting_neutral.wav,neutral
948,data/training\Actor_13\13_01_01_02_kids-talking_neutral.wav,neutral
949,data/training\Actor_13\13_02_01_01_dogs-sitting_neutral.wav,neutral
950,data/training\Actor_13\13_02_01_01_kids-talking_neutral.wav,neutral
951,data/training\Actor_13\13_02_01_02_dogs-sitting_neutral.wav,neutral
952,data/training\Actor_13\13_02_01_02_kids-talking_neutral.wav,neutral
953,data/training\Actor_14\03-02-01-01-01-01-14_neutral.wav,neutral
954,data/training\Actor_14\03-02-01-01-01-02-14_neutral.wav,neutral
955,data/training\Actor_14\03-02-01-01-02-01-14_neutral.wav,neutral
956,data/training\Actor_14\03-02-01-01-02-02-14_neutral.wav,neutral
957,data/training\Actor_14\14_02_01_01_dogs-sitting_neutral.wav,neutral
958,data/training\Actor_14\14_02_01_01_kids-talking_neutral.wav,neutral
959,data/training\Actor_14\14_02_01_02_dogs-sitting_neutral.wav,neutral
960,data/training\Actor_14\14_02_01_02_kids-talking_neutral.wav,neutral
961,data/training\Actor_15\03-02-01-01-01-01-15_neutral.wav,neutral
962,data/training\Actor_15\03-02-01-01-01-02-15_neutral.wav,neutral
963,data/training\Actor_15\03-02-01-01-02-01-15_neutral.wav,neutral
964,data/training\Actor_15\03-02-01-01-02-02-15_neutral.wav,neutral
965,data/training\Actor_15\15_02_01_01_dogs-sitting_neutral.wav,neutral
966,data/training\Actor_15\15_02_01_01_kids-talking_neutral.wav,neutral
967,data/training\Actor_15\15_02_01_02_dogs-sitting_neutral.wav,neutral
968,data/training\Actor_15\15_02_01_02_kids-talking_neutral.wav,neutral
969,data/training\Actor_16\03-02-01-01-01-01-16_neutral.wav,neutral
970,data/training\Actor_16\03-02-01-01-01-02-16_neutral.wav,neutral
971,data/training\Actor_16\03-02-01-01-02-01-16_neutral.wav,neutral
972,data/training\Actor_16\03-02-01-01-02-02-16_neutral.wav,neutral
973,data/training\Actor_16\16_02_01_01_dogs-sitting_neutral.wav,neutral
974,data/training\Actor_16\16_02_01_01_kids-talking_neutral.wav,neutral
975,data/training\Actor_16\16_02_01_02_dogs-sitting_neutral.wav,neutral
976,data/training\Actor_16\16_02_01_02_kids-talking_neutral.wav,neutral
977,data/training\Actor_17\03-02-01-01-01-01-17_neutral.wav,neutral
978,data/training\Actor_17\03-02-01-01-01-02-17_neutral.wav,neutral
979,data/training\Actor_17\03-02-01-01-02-01-17_neutral.wav,neutral
980,data/training\Actor_17\03-02-01-01-02-02-17_neutral.wav,neutral
981,data/training\Actor_17\17_02_01_01_dogs-sitting_neutral.wav,neutral
982,data/training\Actor_17\17_02_01_01_kids-talking_neutral.wav,neutral
983,data/training\Actor_17\17_02_01_02_dogs-sitting_neutral.wav,neutral
984,data/training\Actor_17\17_02_01_02_kids-talking_neutral.wav,neutral
985,data/training\Actor_18\18_01_01_01_dogs-sitting_neutral.wav,neutral
986,data/training\Actor_18\18_01_01_01_kids-talking_neutral.wav,neutral
987,data/training\Actor_18\18_01_01_02_dogs-sitting_neutral.wav,neutral
988,data/training\Actor_18\18_01_01_02_kids-talking_neutral.wav,neutral
989,data/training\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
990,data/training\Actor_19\03-02-01-01-01-02-19_neutral.wav,neutral
991,data/training\Actor_19\03-02-01-01-02-01-19_neutral.wav,neutral
992,data/training\Actor_19\03-02-01-01-02-02-19_neutral.wav,neutral
993,data/training\Actor_19\19_01_01_01_dogs-sitting_neutral.wav,neutral
994,data/training\Actor_19\19_01_01_01_kids-talking_neutral.wav,neutral
995,data/training\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,neutral
996,data/training\Actor_19\19_01_01_02_kids-talking_neutral.wav,neutral
997,data/training\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,neutral
998,data/training\Actor_19\19_02_01_01_kids-talking_neutral.wav,neutral
999,data/training\Actor_19\19_02_01_02_dogs-sitting_neutral.wav,neutral
1000,data/training\Actor_19\19_02_01_02_kids-talking_neutral.wav,neutral
1001,data/training\Actor_20\03-02-01-01-01-01-20_neutral.wav,neutral
1002,data/training\Actor_20\03-02-01-01-01-02-20_neutral.wav,neutral
1003,data/training\Actor_20\03-02-01-01-02-01-20_neutral.wav,neutral
1004,data/training\Actor_20\03-02-01-01-02-02-20_neutral.wav,neutral
1005,data/training\Actor_20\20_01_01_01_dogs-sitting_neutral.wav,neutral
1006,data/training\Actor_20\20_01_01_01_kids-talking_neutral.wav,neutral
1007,data/training\Actor_20\20_01_01_02_dogs-sitting_neutral.wav,neutral
1008,data/training\Actor_20\20_01_01_02_kids-talking_neutral.wav,neutral
1009,data/training\Actor_21\03-02-01-01-01-01-21_neutral.wav,neutral
1010,data/training\Actor_21\03-02-01-01-01-02-21_neutral.wav,neutral
1011,data/training\Actor_21\03-02-01-01-02-01-21_neutral.wav,neutral
1012,data/training\Actor_21\03-02-01-01-02-02-21_neutral.wav,neutral
1013,data/training\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
1014,data/training\Actor_21\21_01_01_01_kids-talking_neutral.wav,neutral
1015,data/training\Actor_21\21_01_01_02_dogs-sitting_neutral.wav,neutral
1016,data/training\Actor_21\21_01_01_02_kids-talking_neutral.wav,neutral
1017,data/training\Actor_22\03-02-01-01-01-01-22_neutral.wav,neutral
1018,data/training\Actor_22\03-02-01-01-01-02-22_neutral.wav,neutral
1019,data/training\Actor_22\03-02-01-01-02-01-22_neutral.wav,neutral
1020,data/training\Actor_22\03-02-01-01-02-02-22_neutral.wav,neutral
1021,data/training\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,neutral
1022,data/training\Actor_22\22_01_01_01_kids-talking_neutral.wav,neutral
1023,data/training\Actor_22\22_01_01_02_dogs-sitting_neutral.wav,neutral
1024,data/training\Actor_22\22_01_01_02_kids-talking_neutral.wav,neutral
1025,data/training\Actor_23\03-02-01-01-01-01-23_neutral.wav,neutral
1026,data/training\Actor_23\03-02-01-01-01-02-23_neutral.wav,neutral
1027,data/training\Actor_23\03-02-01-01-02-01-23_neutral.wav,neutral
1028,data/training\Actor_23\03-02-01-01-02-02-23_neutral.wav,neutral
1029,data/training\Actor_23\23_01_01_01_dogs-sitting_neutral.wav,neutral
1030,data/training\Actor_23\23_01_01_01_kids-talking_neutral.wav,neutral
1031,data/training\Actor_23\23_01_01_02_dogs-sitting_neutral.wav,neutral
1032,data/training\Actor_23\23_01_01_02_kids-talking_neutral.wav,neutral
1033,data/training\Actor_24\03-02-01-01-01-01-24_neutral.wav,neutral
1034,data/training\Actor_24\03-02-01-01-01-02-24_neutral.wav,neutral
1035,data/training\Actor_24\03-02-01-01-02-01-24_neutral.wav,neutral
1036,data/training\Actor_24\03-02-01-01-02-02-24_neutral.wav,neutral
1037,data/training\Actor_24\24_01_01_01_dogs-sitting_neutral.wav,neutral
1038,data/training\Actor_24\24_01_01_01_kids-talking_neutral.wav,neutral
1039,data/training\Actor_24\24_01_01_02_dogs-sitting_neutral.wav,neutral
1040,data/training\Actor_24\24_01_01_02_kids-talking_neutral.wav,neutral
1041,data/training\Actor_24\24_02_01_01_dogs-sitting_neutral.wav,neutral
1042,data/training\Actor_24\24_02_01_01_kids-talking_neutral.wav,neutral
1043,data/training\Actor_24\24_02_01_02_dogs-sitting_neutral.wav,neutral
1044,data/training\Actor_24\24_02_01_02_kids-talking_neutral.wav,neutral
1045,data/training\Actor_25\25_01_01_01_fat_neutral.wav,neutral
1046,data/training\Actor_25\25_01_01_01_fit_neutral.wav,neutral
1047,data/training\Actor_25\25_01_01_01_five_neutral.wav,neutral
1048,data/training\Actor_25\25_01_01_01_food_neutral.wav,neutral
1049,data/training\Actor_25\25_01_01_01_gap_neutral.wav,neutral
1050,data/training\Actor_25\25_01_01_01_gas_neutral.wav,neutral
1051,data/training\Actor_25\25_01_01_01_gaze_neutral.wav,neutral
1052,data/training\Actor_25\25_01_01_01_germ_neutral.wav,neutral
1053,data/training\Actor_25\25_01_01_01_get_neutral.wav,neutral
1054,data/training\Actor_25\25_01_01_01_gin_neutral.wav,neutral
1055,data/training\Actor_25\25_01_01_01_goal_neutral.wav,neutral
1056,data/training\Actor_25\25_01_01_01_good_neutral.wav,neutral
1057,data/training\Actor_25\25_01_01_01_goose_neutral.wav,neutral
1058,data/training\Actor_25\25_01_01_01_gun_neutral.wav,neutral
1059,data/training\Actor_25\25_01_01_01_half_neutral.wav,neutral
1060,data/training\Actor_25\25_01_01_01_hall_neutral.wav,neutral
1061,data/training\Actor_25\25_01_01_01_hash_neutral.wav,neutral
1062,data/training\Actor_25\25_01_01_01_hate_neutral.wav,neutral
1063,data/training\Actor_25\25_01_01_01_have_neutral.wav,neutral
1064,data/training\Actor_25\25_01_01_01_haze_neutral.wav,neutral
1065,data/training\Actor_25\25_01_01_01_hire_neutral.wav,neutral
1066,data/training\Actor_25\25_01_01_01_hit_neutral.wav,neutral
1067,data/training\Actor_25\25_01_01_01_hole_neutral.wav,neutral
1068,data/training\Actor_25\25_01_01_01_home_neutral.wav,neutral
1069,data/training\Actor_25\25_01_01_01_hurl_neutral.wav,neutral
1070,data/training\Actor_25\25_01_01_01_hush_neutral.wav,neutral
1071,data/training\Actor_25\25_01_01_01_jail_neutral.wav,neutral
1072,data/training\Actor_25\25_01_01_01_jar_neutral.wav,neutral
1073,data/training\Actor_25\25_01_01_01_join_neutral.wav,neutral
1074,data/training\Actor_25\25_01_01_01_judge_neutral.wav,neutral
1075,data/training\Actor_25\25_01_01_01_jug_neutral.wav,neutral
1076,data/training\Actor_25\25_01_01_01_juice_neutral.wav,neutral
1077,data/training\Actor_25\25_01_01_01_keen_neutral.wav,neutral
1078,data/training\Actor_25\25_01_01_01_keep_neutral.wav,neutral
1079,data/training\Actor_25\25_01_01_01_keg_neutral.wav,neutral
1080,data/training\Actor_25\25_01_01_01_kick_neutral.wav,neutral
1081,data/training\Actor_25\25_01_01_01_kill_neutral.wav,neutral
1082,data/training\Actor_25\25_01_01_01_king_neutral.wav,neutral
1083,data/training\Actor_25\25_01_01_01_kite_neutral.wav,neutral
1084,data/training\Actor_25\25_01_01_01_knock_neutral.wav,neutral
1085,data/training\Actor_25\25_01_01_01_late_neutral.wav,neutral
1086,data/training\Actor_25\25_01_01_01_laud_neutral.wav,neutral
1087,data/training\Actor_25\25_01_01_01_lean_neutral.wav,neutral
1088,data/training\Actor_25\25_01_01_01_learn_neutral.wav,neutral
1089,data/training\Actor_25\25_01_01_01_lease_neutral.wav,neutral
1090,data/training\Actor_25\25_01_01_01_lid_neutral.wav,neutral
1091,data/training\Actor_25\25_01_01_01_life_neutral.wav,neutral
1092,data/training\Actor_25\25_01_01_01_limb_neutral.wav,neutral
1093,data/training\Actor_25\25_01_01_01_live_neutral.wav,neutral
1094,data/training\Actor_25\25_01_01_01_loaf_neutral.wav,neutral
1095,data/training\Actor_25\25_01_01_01_long_neutral.wav,neutral
1096,data/training\Actor_25\25_01_01_01_lore_neutral.wav,neutral
1097,data/training\Actor_25\25_01_01_01_lose_neutral.wav,neutral
1098,data/training\Actor_25\25_01_01_01_lot_neutral.wav,neutral
1099,data/training\Actor_25\25_01_01_01_love_neutral.wav,neutral
1100,data/training\Actor_25\25_01_01_01_luck_neutral.wav,neutral
1101,data/training\Actor_25\25_01_01_01_make_neutral.wav,neutral
1102,data/training\Actor_25\25_01_01_01_match_neutral.wav,neutral
1103,data/training\Actor_25\25_01_01_01_merge_neutral.wav,neutral
1104,data/training\Actor_25\25_01_01_01_mess_neutral.wav,neutral
1105,data/training\Actor_25\25_01_01_01_met_neutral.wav,neutral
1106,data/training\Actor_25\25_01_01_01_mill_neutral.wav,neutral
1107,data/training\Actor_25\25_01_01_01_mob_neutral.wav,neutral
1108,data/training\Actor_25\25_01_01_01_mode_neutral.wav,neutral
1109,data/training\Actor_25\25_01_01_01_mood_neutral.wav,neutral
1110,data/training\Actor_25\25_01_01_01_moon_neutral.wav,neutral
1111,data/training\Actor_25\25_01_01_01_mop_neutral.wav,neutral
1112,data/training\Actor_25\25_01_01_01_mouse_neutral.wav,neutral
1113,data/training\Actor_25\25_01_01_01_nag_neutral.wav,neutral
1114,data/training\Actor_25\25_01_01_01_name_neutral.wav,neutral
1115,data/training\Actor_25\25_01_01_01_near_neutral.wav,neutral
1116,data/training\Actor_25\25_01_01_01_neat_neutral.wav,neutral
1117,data/training\Actor_25\25_01_01_01_nice_neutral.wav,neutral
1118,data/training\Actor_25\25_01_01_01_note_neutral.wav,neutral
1119,data/training\Actor_25\25_01_01_01_numb_neutral.wav,neutral
1120,data/training\Actor_25\25_01_01_01_pad_neutral.wav,neutral
1121,data/training\Actor_25\25_01_01_01_page_neutral.wav,neutral
1122,data/training\Actor_25\25_01_01_01_pain_neutral.wav,neutral
1123,data/training\Actor_25\25_01_01_01_pass_neutral.wav,neutral
1124,data/training\Actor_25\25_01_01_01_pearl_neutral.wav,neutral
1125,data/training\Actor_25\25_01_01_01_peg_neutral.wav,neutral
1126,data/training\Actor_25\25_01_01_01_perch_neutral.wav,neutral
1127,data/training\Actor_25\25_01_01_01_phone_neutral.wav,neutral
1128,data/training\Actor_25\25_01_01_01_pick_neutral.wav,neutral
1129,data/training\Actor_25\25_01_01_01_pike_neutral.wav,neutral
1130,data/training\Actor_25\25_01_01_01_pole_neutral.wav,neutral
1131,data/training\Actor_25\25_01_01_01_pool_neutral.wav,neutral
1132,data/training\Actor_25\25_01_01_01_puff_neutral.wav,neutral
1133,data/training\Actor_25\25_01_01_01_rag_neutral.wav,neutral
1134,data/training\Actor_25\25_01_01_01_raid_neutral.wav,neutral
1135,data/training\Actor_25\25_01_01_01_rain_neutral.wav,neutral
1136,data/training\Actor_25\25_01_01_01_raise_neutral.wav,neutral
1137,data/training\Actor_25\25_01_01_01_rat_neutral.wav,neutral
1138,data/training\Actor_25\25_01_01_01_reach_neutral.wav,neutral
1139,data/training\Actor_25\25_01_01_01_read_neutral.wav,neutral
1140,data/training\Actor_25\25_01_01_01_red_neutral.wav,neutral
1141,data/training\Actor_25\25_01_01_01_ring_neutral.wav,neutral
1142,data/training\Actor_25\25_01_01_01_ripe_neutral.wav,neutral
1143,data/training\Actor_25\25_01_01_01_road_neutral.wav,neutral
1144,data/training\Actor_25\25_01_01_01_room_neutral.wav,neutral
1145,data/training\Actor_25\25_01_01_01_rose_neutral.wav,neutral
1146,data/training\Actor_25\25_01_01_01_rot_neutral.wav,neutral
1147,data/training\Actor_25\25_01_01_01_rough_neutral.wav,neutral
1148,data/training\Actor_25\25_01_01_01_rush_neutral.wav,neutral
1149,data/training\Actor_25\25_01_01_01_said_neutral.wav,neutral
1150,data/training\Actor_25\25_01_01_01_sail_neutral.wav,neutral
1151,data/training\Actor_25\25_01_01_01_search_neutral.wav,neutral
1152,data/training\Actor_25\25_01_01_01_seize_neutral.wav,neutral
1153,data/training\Actor_25\25_01_01_01_sell_neutral.wav,neutral
1154,data/training\Actor_25\25_01_01_01_shack_neutral.wav,neutral
1155,data/training\Actor_25\25_01_01_01_shall_neutral.wav,neutral
1156,data/training\Actor_25\25_01_01_01_shawl_neutral.wav,neutral
1157,data/training\Actor_25\25_01_01_01_sheep_neutral.wav,neutral
1158,data/training\Actor_25\25_01_01_01_shirt_neutral.wav,neutral
1159,data/training\Actor_25\25_01_01_01_should_neutral.wav,neutral
1160,data/training\Actor_25\25_01_01_01_shout_neutral.wav,neutral
1161,data/training\Actor_25\25_01_01_01_size_neutral.wav,neutral
1162,data/training\Actor_25\25_01_01_01_soap_neutral.wav,neutral
1163,data/training\Actor_25\25_01_01_01_soup_neutral.wav,neutral
1164,data/training\Actor_25\25_01_01_01_sour_neutral.wav,neutral
1165,data/training\Actor_25\25_01_01_01_south_neutral.wav,neutral
1166,data/training\Actor_25\25_01_01_01_sub_neutral.wav,neutral
1167,data/training\Actor_25\25_01_01_01_such_neutral.wav,neutral
1168,data/training\Actor_25\25_01_01_01_sure_neutral.wav,neutral
1169,data/training\Actor_25\25_01_01_01_take_neutral.wav,neutral
1170,data/training\Actor_25\25_01_01_01_talk_neutral.wav,neutral
1171,data/training\Actor_25\25_01_01_01_tape_neutral.wav,neutral
1172,data/training\Actor_25\25_01_01_01_team_neutral.wav,neutral
1173,data/training\Actor_25\25_01_01_01_tell_neutral.wav,neutral
1174,data/training\Actor_25\25_01_01_01_thin_neutral.wav,neutral
1175,data/training\Actor_25\25_01_01_01_third_neutral.wav,neutral
1176,data/training\Actor_25\25_01_01_01_thought_neutral.wav,neutral
1177,data/training\Actor_25\25_01_01_01_thumb_neutral.wav,neutral
1178,data/training\Actor_25\25_01_01_01_time_neutral.wav,neutral
1179,data/training\Actor_25\25_01_01_01_tip_neutral.wav,neutral
1180,data/training\Actor_25\25_01_01_01_tire_neutral.wav,neutral
1181,data/training\Actor_25\25_01_01_01_ton_neutral.wav,neutral
1182,data/training\Actor_25\25_01_01_01_tool_neutral.wav,neutral
1183,data/training\Actor_25\25_01_01_01_tough_neutral.wav,neutral
1184,data/training\Actor_25\25_01_01_01_turn_neutral.wav,neutral
1185,data/training\Actor_25\25_01_01_01_vine_neutral.wav,neutral
1186,data/training\Actor_25\25_01_01_01_voice_neutral.wav,neutral
1187,data/training\Actor_25\25_01_01_01_void_neutral.wav,neutral
1188,data/training\Actor_25\25_01_01_01_vote_neutral.wav,neutral
1189,data/training\Actor_25\25_01_01_01_wag_neutral.wav,neutral
1190,data/training\Actor_25\25_01_01_01_walk_neutral.wav,neutral
1191,data/training\Actor_25\25_01_01_01_wash_neutral.wav,neutral
1192,data/training\Actor_25\25_01_01_01_week_neutral.wav,neutral
1193,data/training\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
1194,data/training\Actor_25\25_01_01_01_when_neutral.wav,neutral
1195,data/training\Actor_25\25_01_01_01_which_neutral.wav,neutral
1196,data/training\Actor_25\25_01_01_01_whip_neutral.wav,neutral
1197,data/training\Actor_25\25_01_01_01_white_neutral.wav,neutral
1198,data/training\Actor_25\25_01_01_01_wife_neutral.wav,neutral
1199,data/training\Actor_25\25_01_01_01_wire_neutral.wav,neutral
1200,data/training\Actor_25\25_01_01_01_witch_neutral.wav,neutral
1201,data/training\Actor_25\25_01_01_01_yearn_neutral.wav,neutral
